Customer_ID,Contract,Tenure_in_Months,Monthly_Charge,Total_Revenue,Churn_Risk_Score
68242-PUN,One Year,29,105.4,9601.11,0.33600302023645323
85356-JAM,One Year,26,87.55,5208.77,0.3353022202958527
83708-DEL,Month-to-Month,11,35.65,646.05,0.3349791251409163
83612-MAH,Month-to-Month,25,51.8,1102.65,0.3347301167905332
72936-UTT,One Year,14,112.2,6324.25,0.33438895361634785
23791-RAJ,Month-to-Month,8,89.15,5982.05,0.33432896511423854
74913-MAD,Month-to-Month,6,48.8,594.05,0.3342136228327146
18440-HAR,One Year,20,105.05,7966.41,0.3340352495785605
77708-PUN,Month-to-Month,1,49.55,2443.77,0.33377150125890637
61270-KER,Month-to-Month,3,105.4,8275.19,0.33374846914578976
21368-AND,One Year,2,106.6,8500.28,0.33357815327818374
62961-TEL,Month-to-Month,24,103.1,9442.24,0.3335207857316835
84199-MAH,Month-to-Month,11,51.1,1846.92,0.33279862609956123
89370-TAM,One Year,5,70.65,4149.85,0.33238891059692105
28117-UTT,One Year,23,86.45,3990.95,0.33204741177618136
19489-UTT,One Year,12,88.9,8107.48,0.33199649756182464
93621-GUJ,Month-to-Month,36,89.2,6386.32,0.33196568946135907
14986-PUN,Month-to-Month,5,49.05,1101.09,0.3317094360062773
65794-TAM,One Year,29,79.15,3593.87,0.33145808450853553
23376-TAM,One Year,16,104.8,10067.14,0.33132509824787
82439-KAR,One Year,28,80.7,2044.0,0.3311977185024576
88244-ODI,Month-to-Month,25,40.65,2070.75,0.33101389884858173
48041-PUN,Month-to-Month,30,88.8,2319.3,0.3309945422412282
44152-PUN,One Year,16,89.85,7014.97,0.33061544133653686
21792-PUN,One Year,8,82.85,2772.44,0.3305446631111305
49033-JAM,Month-to-Month,8,81.9,2325.67,0.3305387013721668
52683-GUJ,One Year,2,104.0,9150.54,0.33029062989383506
58051-BIH,One Year,13,99.8,7888.17,0.33025813702006296
97280-PUD,One Year,22,94.35,5693.76,0.3296976933626783
31820-ODI,Two Year,13,74.45,311.61,0.32969176493108593
86082-WES,Month-to-Month,28,54.5,908.0,0.3296050148118025
36927-HAR,Month-to-Month,15,76.2,1134.72,0.3295643088288673
65507-MAH,Month-to-Month,11,100.3,5208.62,0.32935453745531024
21617-PUD,One Year,29,70.4,2354.52,0.32912398981049856
63831-JAM,Two Year,21,94.65,6561.4,0.32888503265813906
46424-AND,Month-to-Month,10,40.15,1626.05,0.32888066137789357
93332-PUN,One Year,23,74.65,1520.31,0.32879069285956825
53706-KER,Month-to-Month,16,49.3,1348.93,0.32875990054046866
28977-KAR,Month-to-Month,25,53.6,1459.83,0.3287570489614671
33538-GUJ,Month-to-Month,5,39.2,1838.15,0.3285272403050237
84122-UTT,Month-to-Month,4,71.6,2462.95,0.32835189304405854
74506-HAR,One Year,14,103.15,9635.0,0.3282701581833819
86539-KAR,One Year,17,103.95,6395.3,0.3280801109709146
13305-WES,One Year,21,108.1,7639.99,0.32756650409904176
53269-GUJ,Month-to-Month,9,85.8,5310.54,0.3272330745802291
53028-RAJ,One Year,36,94.75,7224.85,0.3271374697190314
96870-GUJ,Month-to-Month,36,64.4,403.75,0.32706563414702383
99125-UTT,One Year,6,105.2,8685.15,0.32671812204253015
84726-BIH,One Year,4,88.4,8317.5,0.32662457470943995
46048-ODI,One Year,32,105.55,9557.15,0.32590894408996834
62145-UTT,Month-to-Month,10,105.1,6967.55,0.32588579798588996
33119-KAR,Month-to-Month,36,60.2,761.2,0.3246409884544463
78738-TAM,One Year,11,99.15,7615.81,0.3245337502284913
14244-MAD,Month-to-Month,21,80.3,6125.79,0.32448905864151184
41636-TAM,One Year,25,93.45,6904.75,0.32440624929811207
36043-TAM,One Year,23,0.0,1042.04,0.324360943415526
46580-GUJ,Month-to-Month,2,109.85,8200.58,0.3240383450443565
95349-HAR,One Year,9,85.85,3503.95,0.32382257903736683
83600-MAH,One Year,1,110.65,8727.75,0.32367659724485437
11952-RAJ,Month-to-Month,10,71.35,865.61,0.3234955394241843
29016-PUN,One Year,12,107.75,9108.3,0.3229203443380303
83090-AND,One Year,19,86.9,6995.81,0.32245386221595534
72939-GUJ,Month-to-Month,32,59.55,1369.75,0.32240844756359455
13819-TAM,One Year,21,85.15,1170.69,0.32238882785863454
64904-TAM,One Year,19,89.85,6625.48,0.32223151977796893
91532-GUJ,One Year,3,90.35,5084.26,0.32219690262241646
64508-MAD,Month-to-Month,13,48.8,963.16,0.32199975836767175
24004-KAR,One Year,33,100.3,10211.03,0.3218236800862255
62603-TEL,Month-to-Month,35,34.2,256.6,0.3216022119455771
27791-BIH,Month-to-Month,20,55.8,480.8,0.32144306318997723
62274-RAJ,One Year,27,94.3,4150.52,0.3213858122068523
98203-MAH,Month-to-Month,33,109.55,8813.55,0.32136190986692736
57886-CHH,Month-to-Month,12,54.2,978.38,0.3212757470391118
76184-CHH,One Year,18,83.15,3027.85,0.3210219063538878
99846-MAH,Month-to-Month,18,49.5,1840.49,0.3208639241217655
55542-WES,One Year,4,111.8,8026.21,0.32067407880079746
15302-TAM,Month-to-Month,33,50.95,307.6,0.3204681108351726
54976-KER,Month-to-Month,34,81.25,617.86,0.32031407549878393
83153-KER,One Year,32,84.7,422.4,0.3202917217048845
76618-RAJ,Month-to-Month,4,29.45,1459.35,0.3202347959377236
71055-GUJ,One Year,17,55.45,2966.95,0.3198803100937396
64131-MAH,One Year,6,111.55,7725.67,0.3198002968248609
94918-MAD,Month-to-Month,22,110.1,4929.1,0.31937281384159727
55512-UTT,Month-to-Month,8,81.0,3020.17,0.31933564346640075
26724-PUN,One Year,26,92.85,8378.83,0.3192556547929748
85356-KAR,One Year,22,101.05,9124.66,0.3192014639676139
76335-WES,One Year,16,105.95,5004.4,0.3190709144933674
93819-ODI,One Year,15,90.1,3585.57,0.3188050807812742
42945-JAM,Month-to-Month,12,59.95,1603.86,0.3188016789206651
58331-GUJ,One Year,8,104.3,5433.54,0.3184764495914507
91868-AND,Month-to-Month,21,74.55,3570.15,0.3179965337524658
64635-UTT,Month-to-Month,3,51.0,486.95,0.3174850783845069
65751-HAR,Month-to-Month,1,74.8,5500.54,0.31712665521915767
57339-JHA,Month-to-Month,26,105.35,7921.89,0.3167820261751905
61933-WES,One Year,2,97.25,7941.66,0.31636309614938224
61871-MAD,Month-to-Month,27,68.9,1825.35,0.3159488652942898
32634-UTT,One Year,1,99.7,6713.84,0.31567691285052524
41525-UTT,Month-to-Month,35,54.4,2367.74,0.31532515763766483
86649-BIH,Month-to-Month,33,80.1,2406.97,0.3147154518055162
34397-GUJ,Month-to-Month,14,50.95,605.75,0.31467336100265936
55858-BIH,One Year,13,91.3,4675.13,0.3145841652697033
36279-TAM,One Year,15,51.35,2155.1,0.31420586889983004
73850-HAR,One Year,15,110.75,10016.95,0.3138013993438957
54105-MAH,Month-to-Month,7,66.65,767.35,0.31370768156334833
45392-GUJ,One Year,29,89.6,2259.04,0.3135077359065897
29224-TEL,Month-to-Month,32,69.4,3758.44,0.31346049074986776
69435-MAD,One Year,6,79.2,5682.4,0.3133893495519116
21479-PUN,One Year,16,35.9,1013.65,0.3133186000873824
88115-MAD,Month-to-Month,23,35.8,363.15,0.3131636962497157
39946-ASS,One Year,26,0.0,2957.32,0.31271871043814364
33334-HAR,Month-to-Month,11,29.3,1224.05,0.3120075293919281
79581-JAM,One Year,10,99.75,6758.08,0.3106469148148288
39068-RAJ,One Year,21,100.75,6197.04,0.3102523284722244
71910-WES,Month-to-Month,11,55.3,1320.54,0.3102228142028919
28527-UTT,Month-to-Month,26,66.7,1584.84,0.31012295701174886
89793-TAM,Month-to-Month,16,48.8,1030.22,0.3100597943852086
27948-CHH,One Year,17,0.0,7037.75,0.3097526376989689
58935-KAR,One Year,6,91.15,7248.04,0.3097147373724507
72125-TAM,One Year,13,93.65,4951.86,0.30945626435188905
18670-CHH,One Year,2,105.7,9538.96,0.3087332042753375
63830-TEL,One Year,24,98.0,7370.6,0.30864563781745163
71923-UTT,One Year,25,75.4,2128.81,0.3085323019330154
27121-AND,One Year,9,101.9,5990.0,0.30843099089029236
79733-UTT,Month-to-Month,21,66.05,842.82,0.30841426156555607
52281-MAH,Month-to-Month,19,86.1,3879.74,0.30803152243436815
84034-UTT,Month-to-Month,3,73.35,1415.4,0.30800959597552624
72262-TEL,One Year,2,101.6,4534.48,0.3078644118934999
97751-PUN,Month-to-Month,10,40.6,1494.5,0.3075823704723209
63957-BIH,Month-to-Month,22,83.25,1796.37,0.30743752310652717
92473-MAH,One Year,16,90.65,7857.14,0.3074003076459464
99522-ASS,Month-to-Month,10,33.6,2227.2,0.3073096157836189
74879-UTT,Month-to-Month,30,51.1,1325.52,0.3070515177962584
74512-ASS,One Year,16,109.2,5523.69,0.306886217936828
35739-TEL,One Year,25,100.05,7150.23,0.30668524222884996
86924-TAM,Month-to-Month,7,59.8,1288.55,0.3064263656209103
73156-RAJ,One Year,29,89.2,4987.65,0.30642444173847566
68490-DEL,Month-to-Month,25,84.8,4523.55,0.30618221699248377
83804-MAD,Month-to-Month,13,86.4,7002.8,0.3058274580541552
17799-UTT,One Year,10,100.55,9108.9,0.3055947571428096
49740-AND,Month-to-Month,28,49.2,1635.75,0.30555636680786635
53239-JAM,Month-to-Month,20,87.55,6494.41,0.3054500549831125
13208-HAR,One Year,20,90.25,4379.69,0.3054377382668912
54312-ODI,Month-to-Month,1,50.7,529.83,0.30524606457902387
97589-MAH,Month-to-Month,21,96.75,4928.85,0.3052114401775215
88938-UTT,One Year,27,94.4,5422.59,0.3052020986749454
85635-TAM,Month-to-Month,1,59.45,3530.94,0.30509902809271355
46857-AND,One Year,6,95.0,3755.7,0.30498116032045997
64615-JAM,One Year,3,106.4,8916.04,0.30461305291156743
19200-TAM,Month-to-Month,30,48.8,1118.2,0.3044286828506618
85113-TAM,Month-to-Month,2,59.05,2773.12,0.30442146096622824
54793-KER,Month-to-Month,1,76.5,1752.15,0.30442064954356723
49502-TAM,Month-to-Month,29,40.7,449.3,0.3041138874362636
96692-WES,Month-to-Month,6,48.95,1615.44,0.30400705907261494
87869-PUN,Month-to-Month,20,69.2,986.09,0.3035746792787459
71291-DEL,One Year,3,104.85,7722.78,0.30351366842978766
98128-JAM,One Year,16,86.75,2255.32,0.30311177970625675
11799-MAH,Month-to-Month,23,99.4,6867.8,0.30306108454993036
77411-WES,One Year,36,99.1,4234.02,0.3030346333508978
12052-PUN,One Year,31,115.0,10368.31,0.30294268464529195
68702-MAH,Month-to-Month,36,94.1,6408.3,0.30239795496898053
39182-TAM,One Year,4,100.55,4378.13,0.3023369134671487
55275-MAH,Month-to-Month,29,56.25,1608.25,0.30221854239350565
23294-TAM,One Year,28,114.65,6665.1,0.30210367535720867
11410-AND,One Year,4,101.55,6287.56,0.3018992420455142
95032-HAR,One Year,34,103.3,7618.18,0.3018402173280894
27087-AND,One Year,3,98.3,6200.14,0.3017883180549602
81582-UTT,One Year,1,59.1,417.06,0.30165003614128905
89798-UTT,Month-to-Month,8,36.0,780.15,0.30154575152554464
96991-UTT,One Year,17,106.85,8342.6,0.30143417927892924
36502-TEL,Month-to-Month,33,19.4,232.98,0.30135955391774566
72068-TAM,One Year,8,108.5,10771.48,0.3013354243739965
96240-UTT,Month-to-Month,24,59.65,1199.85,0.30124959487831166
67564-MAH,One Year,17,89.7,3219.15,0.3011402602483079
83961-MAD,Month-to-Month,22,44.85,1442.6,0.30101931087614703
42869-JHA,One Year,25,111.45,9786.63,0.30010996520073574
78842-AND,One Year,10,106.15,7732.0,0.2998852963341369
57530-KAR,One Year,29,79.25,3981.71,0.29975662741211917
12852-KER,One Year,12,104.45,8848.28,0.2993188666816614
82859-TEL,One Year,30,97.75,6789.02,0.29925521270401123
96476-UTT,Month-to-Month,14,50.0,1254.64,0.29867576177410543
77495-PUN,One Year,16,108.75,10798.1,0.2986734953839256
83633-UTT,One Year,27,105.75,9016.65,0.29838452372211405
61298-TAM,One Year,20,50.75,655.65,0.29827675388070496
79499-UTT,One Year,4,113.3,6541.55,0.29820425381031246
36521-TAM,One Year,24,105.75,5116.55,0.2980621560750497
46180-KER,One Year,4,106.05,6197.32,0.29793762105094707
85560-KAR,Month-to-Month,14,33.6,550.35,0.29766287474483805
85790-UTT,One Year,21,106.1,8688.74,0.29753904714323004
96058-UTT,One Year,14,78.85,1177.83,0.29716226225021486
39438-PUN,Month-to-Month,13,81.05,8302.71,0.297133017158803
33081-KER,One Year,28,86.1,5687.51,0.2969274106000209
76353-HAR,One Year,36,100.35,6011.12,0.2964591561499812
29435-DEL,Month-to-Month,36,69.45,2671.49,0.2963915654854747
57276-ASS,Month-to-Month,36,33.45,1205.85,0.2962819910204253
85989-TAM,Month-to-Month,18,51.2,953.85,0.2962688564460627
21630-UTT,Month-to-Month,6,90.55,3624.77,0.29624120157569434
85386-UTT,One Year,15,87.7,2545.04,0.2956942217546702
54147-AND,One Year,30,109.4,8221.95,0.29549588772973484
36631-JHA,One Year,22,64.75,1050.51,0.2951149066198036
97212-UTT,One Year,16,105.2,10461.38,0.2947277571602814
87241-WES,Month-to-Month,10,109.6,6733.64,0.29457210345235463
21645-RAJ,Month-to-Month,31,55.95,1415.26,0.2943197404042703
68626-UTT,One Year,7,105.6,7978.25,0.29430170951640316
78828-AND,Month-to-Month,33,59.45,2528.03,0.29414010252439016
51822-ODI,One Year,8,105.0,9578.93,0.2941023726699817
73236-AND,Month-to-Month,22,54.3,1236.06,0.2940325550928678
52439-GUJ,Month-to-Month,14,53.75,3196.0,0.29400858355494497
92334-BIH,Month-to-Month,12,34.85,1267.2,0.2939777333517211
98405-TEL,Month-to-Month,7,58.95,1413.25,0.29382990692926136
72780-AND,One Year,31,99.0,4568.09,0.2936700116059289
68783-JAM,One Year,23,105.75,7815.95,0.2934078787594992
32419-DEL,One Year,36,103.05,7527.5,0.29334429619364455
65744-MAH,One Year,29,98.7,4632.9,0.2933357359126388
59590-JHA,One Year,6,79.95,4080.42,0.2931916936823267
25547-MAH,Month-to-Month,30,65.35,1763.76,0.29286484543082975
44423-BIH,Month-to-Month,4,69.0,1167.66,0.2927962349918597
36361-MAD,Month-to-Month,35,65.8,1680.86,0.29258953896291756
79725-UTT,Month-to-Month,33,89.8,6134.18,0.29236125267473856
39953-JHA,Month-to-Month,30,50.35,2061.12,0.2919663505921386
21343-MAD,One Year,17,95.85,6592.17,0.29194951083237675
31137-DEL,One Year,13,89.7,7421.99,0.2918622909086548
17814-TAM,One Year,14,110.05,7029.35,0.29149622519141394
49293-BIH,One Year,6,81.15,3765.29,0.2914458533281173
56942-HAR,Month-to-Month,13,54.65,792.49,0.29140415827674676
94028-TEL,One Year,12,54.6,630.61,0.2909122102718603
46541-TAM,One Year,7,33.6,435.45,0.2907101129533611
79321-MAH,One Year,8,91.2,4838.92,0.2907063731218425
62244-HAR,Month-to-Month,7,81.75,2658.8,0.2906957930393041
25962-TEL,One Year,1,100.75,8759.85,0.29067735752459695
76124-JHA,One Year,15,100.2,2991.89,0.29055359948417825
97497-KAR,One Year,33,95.4,6137.8,0.2904754594274331
71215-UTT,One Year,7,50.05,2743.45,0.2903348840752028
52355-MAH,Month-to-Month,24,107.7,8953.58,0.2903164445268694
69805-JAM,Two Year,20,105.0,8849.56,0.29031303436064665
91289-TEL,Month-to-Month,30,54.25,2116.94,0.29020117772330556
95910-TAM,One Year,25,109.8,7049.35,0.29011706073692695
29978-DEL,One Year,21,95.0,5934.1,0.2900987828406505
24823-TAM,Month-to-Month,6,90.7,6758.25,0.2899414753456681
74169-BIH,One Year,9,75.35,2348.67,0.28945514921879967
93149-BIH,One Year,16,54.25,1067.62,0.28934029462156385
94766-GUJ,Month-to-Month,11,50.45,1454.53,0.28853179514052324
39815-WES,One Year,34,110.8,5098.5,0.2883775854593507
83489-CHH,One Year,13,49.05,2265.0,0.2875283764767779
35529-DEL,One Year,27,95.65,9978.23,0.28748093968285865
27709-WES,Month-to-Month,7,94.15,6813.38,0.2869641363930918
83916-ASS,One Year,15,96.75,4513.4,0.2869631995455802
75018-PUN,Month-to-Month,22,54.7,2055.01,0.28681769203900825
81612-UTT,Month-to-Month,5,46.3,2546.85,0.28674602728627135
76475-PUN,Month-to-Month,7,35.75,1022.5,0.2866678920791007
39566-DEL,One Year,17,95.0,5554.41,0.2865661970667201
49036-KER,Month-to-Month,10,54.95,787.35,0.28640323708970267
31513-WES,One Year,9,82.65,1488.07,0.28622269736334016
25021-UTT,Two Year,34,85.55,500.4,0.28616620762826955
76446-UTT,Month-to-Month,9,67.25,1381.9,0.28606178124852316
37374-TAM,One Year,7,90.15,4029.46,0.28590732094586774
45442-RAJ,Month-to-Month,10,75.95,3740.0,0.2853682795386524
53329-JAM,One Year,2,35.5,249.55,0.28525252571755844
49591-MAD,One Year,11,100.7,7222.51,0.2851673591075679
11263-HAR,One Year,31,99.65,6401.29,0.2848647225656122
73945-TAM,One Year,18,104.95,9961.84,0.2847193053617371
39868-JAM,One Year,25,93.65,6254.94,0.28437331448975073
74563-PUN,One Year,36,93.25,6955.35,0.2843561394316802
52325-KAR,Month-to-Month,30,45.45,1988.97,0.2840613326342467
75155-AND,One Year,30,78.95,3382.01,0.2836717156482466
26974-WES,One Year,17,82.15,6524.4,0.2833487692638144
13038-ODI,One Year,5,96.1,5124.18,0.28333469090437274
59873-BIH,One Year,23,81.85,1941.95,0.2832113385866914
67703-MAH,One Year,27,92.9,3533.87,0.28320521659927483
75973-KAR,One Year,9,104.1,7723.94,0.283109747358502
15728-MAH,One Year,30,54.0,2434.78,0.28264815190681464
29494-MAD,One Year,21,85.25,5985.23,0.28261908459568397
34103-ODI,Month-to-Month,22,64.8,1930.8,0.28227909520232325
82030-ASS,One Year,5,115.6,8791.39,0.28223235030459276
42478-PUN,Month-to-Month,10,58.75,3437.45,0.28222639186811044
36500-WES,Month-to-Month,8,44.4,696.0,0.2820621931180954
32802-WES,One Year,5,54.05,2999.8,0.2818665019870496
18570-HAR,One Year,30,110.5,8778.78,0.28152321521093543
27924-KAR,Month-to-Month,5,61.55,1976.51,0.2807054007732812
46809-TAM,One Year,5,108.5,7137.49,0.2805170517327148
19285-UTT,Month-to-Month,19,43.55,1011.5,0.28049759462983587
88282-CHH,Month-to-Month,36,96.95,6749.32,0.28040815308200395
25837-JAM,One Year,23,54.1,1044.52,0.2802197010790561
14087-UTT,One Year,17,89.0,1267.66,0.27977804154057606
69302-AND,Month-to-Month,15,49.9,2782.4,0.2797506161529066
76684-JAM,Month-to-Month,3,85.7,6038.62,0.27938972857041144
32883-MAD,Month-to-Month,5,57.65,1307.88,0.2790576751047422
55650-BIH,Month-to-Month,36,60.2,1875.04,0.2788611299168202
48470-GUJ,One Year,29,109.4,7464.36,0.27874716019092155
66144-AND,One Year,31,0.0,3911.52,0.27867172866696405
67521-WES,Month-to-Month,12,45.65,1396.02,0.27858404643777884
73151-JAM,Two Year,13,79.5,4220.84,0.27843133802930403
77144-TAM,Month-to-Month,12,44.45,1183.8,0.27802958682089235
11918-UTT,One Year,32,94.55,4080.8,0.2779465626158939
27244-JAM,One Year,22,94.3,2469.1,0.2778222184708856
64819-UTT,One Year,31,74.25,7356.69,0.27765937267657426
35389-JAM,Month-to-Month,4,25.0,766.8,0.2773108206074608
12426-KER,One Year,30,90.45,6505.73,0.2767434207316562
87814-PUN,One Year,25,94.65,4778.48,0.27671473876704233
65877-BIH,Month-to-Month,6,93.5,6789.0,0.2766132851940306
31016-KER,One Year,5,104.5,5210.64,0.27622432830480176
18430-MAH,One Year,3,77.2,2937.06,0.27579780648221636
77919-MAH,Month-to-Month,33,64.4,1650.6,0.27570973917260405
55169-TAM,Month-to-Month,31,60.6,1353.81,0.275661516575224
13443-HAR,Month-to-Month,2,20.7,349.36,0.2754374336816298
95603-GUJ,Month-to-Month,4,66.6,1289.46,0.27502130868444263
46794-MAH,One Year,15,49.45,1031.4,0.27475658098653233
58276-MAH,One Year,4,19.45,122.92,0.2744943175207501
67022-GUJ,One Year,21,98.05,4213.29,0.2744434695506598
18365-KER,One Year,14,79.2,1409.65,0.27380771179513647
92566-WES,One Year,30,94.7,7688.53,0.27378141033745307
58317-MAD,One Year,33,80.85,4445.63,0.27364232857351456
11244-JAM,One Year,9,76.0,1957.25,0.27308108386587565
96956-MAH,One Year,22,39.1,1096.6,0.2730688899466463
75084-UTT,One Year,5,105.75,7926.34,0.27296294840051466
95624-KAR,One Year,34,70.0,2634.12,0.27276545053279744
97731-TEL,Month-to-Month,12,54.2,2764.24,0.27274464402907217
24256-PUN,One Year,3,78.9,5507.79,0.2724439206781459
91563-RAJ,One Year,25,45.0,2689.35,0.271798958761854
34547-WES,Month-to-Month,22,34.0,442.45,0.2717730782332389
68623-TAM,One Year,5,48.95,1178.85,0.27169487118520913
29834-RAJ,One Year,23,94.9,5416.85,0.27164001773187424
73204-AND,One Year,25,95.0,8782.0,0.2713193627053764
14495-AND,Month-to-Month,16,54.8,852.94,0.2711987319720617
79921-GUJ,Month-to-Month,12,41.1,1597.05,0.27106139229347137
35445-MAH,Month-to-Month,2,44.95,3085.35,0.2706504265229033
53321-KAR,Month-to-Month,25,0.0,1917.06,0.2705532952433249
46106-UTT,Month-to-Month,5,59.85,4218.96,0.2696817519182503
38244-JAM,Month-to-Month,33,50.0,1996.44,0.26792931864402336
69408-AND,One Year,5,103.0,6953.23,0.26787248538442465
36216-PUD,Month-to-Month,18,56.1,1734.62,0.2678496651692252
84271-TEL,Month-to-Month,24,84.05,5988.72,0.26776290119730867
83883-ODI,One Year,2,39.1,1309.0,0.26743766134083274
15358-WES,One Year,3,54.3,2327.1,0.267399853699416
69443-TEL,One Year,29,109.8,8224.21,0.2672339230433273
89527-GUJ,One Year,21,0.0,4196.65,0.2670930723964903
61037-KAR,One Year,17,101.4,9111.8,0.2670776652157129
93203-PUN,Month-to-Month,29,67.8,1212.1,0.2667906019709397
67955-PUN,One Year,6,70.95,6411.97,0.2664275833269465
82321-PUN,Month-to-Month,32,86.2,4757.87,0.26641196315485244
32061-WES,One Year,21,96.4,6696.05,0.2663945149710447
51049-KER,Month-to-Month,14,45.55,2062.15,0.2659064722011648
17180-UTT,Month-to-Month,9,45.55,2108.35,0.26587740987594505
53018-JAM,One Year,32,85.5,7714.16,0.2658435452686254
56211-DEL,One Year,3,109.15,8642.8,0.2657456812757156
75790-MAH,Two Year,35,107.6,9059.14,0.2652202541522541
59829-UTT,One Year,34,0.0,2217.44,0.2649306073067494
59724-JHA,Month-to-Month,33,75.9,1527.98,0.26492397097188153
46585-JAM,Month-to-Month,26,94.2,7954.2,0.2647746673031141
29990-BIH,One Year,8,94.1,7845.28,0.2647015392411369
12927-JAM,Month-to-Month,12,44.0,1005.54,0.2645669549460054
28710-WES,Month-to-Month,25,50.55,1052.1,0.2645185293839359
12193-KER,One Year,4,109.15,8945.48,0.26422965590862774
51778-TAM,One Year,7,108.15,8334.45,0.2639643796324434
64617-TAM,Month-to-Month,24,66.4,1224.22,0.2637984512256272
78356-KER,One Year,28,93.55,4525.32,0.26364287636471107
66215-ASS,One Year,16,60.7,2042.52,0.26337408484702207
58784-JAM,One Year,6,86.2,3881.48,0.26331407489226677
76357-PUN,Month-to-Month,16,60.6,1990.92,0.2632930005013285
67441-RAJ,Month-to-Month,16,30.1,810.85,0.26316946826553717
77467-GUJ,Month-to-Month,13,44.9,1495.34,0.2630700029770265
68758-HAR,One Year,14,80.05,3374.67,0.2627331386284911
85907-BIH,Two Year,4,72.75,460.43,0.2626542967934535
43549-JHA,One Year,33,104.65,8550.6,0.2625885877657519
14356-DEL,One Year,19,97.95,6643.97,0.2623569273147352
88042-CHH,Month-to-Month,4,0.0,955.62,0.26217722994959125
43189-TAM,One Year,36,79.6,5228.89,0.2620712192003084
92605-PUN,One Year,29,86.05,5937.36,0.2620005299677117
91510-GUJ,Month-to-Month,2,19.0,106.97,0.261673457285097
75014-MAH,One Year,22,107.05,9719.99,0.26145396637618085
82213-AND,Month-to-Month,31,20.15,172.08,0.2613086318631086
41244-JAM,One Year,8,75.4,4406.25,0.2610571423464982
41402-PUN,One Year,35,106.05,7636.6,0.2610300042796291
47070-TAM,One Year,35,104.45,7509.25,0.2607522671726251
79112-MAD,One Year,3,98.45,8680.97,0.26065630150001035
83192-TAM,Month-to-Month,22,64.65,4726.65,0.26043189449335374
85992-MAD,Two Year,33,99.5,8286.06,0.2603082523445247
22700-UTT,Month-to-Month,1,29.5,1423.05,0.26025753989165573
77597-DEL,Month-to-Month,29,66.4,2804.1,0.2600921440014465
57465-TAM,One Year,2,89.55,5583.77,0.25981699758761756
78063-TAM,Month-to-Month,10,54.75,2442.74,0.25947074242088614
11991-RAJ,One Year,15,113.35,7679.87,0.2593877823896207
43447-KAR,One Year,15,64.85,2507.59,0.25921335602798395
74073-KAR,Month-to-Month,4,39.45,2021.35,0.25918815713427
79308-AND,One Year,34,44.05,3011.65,0.25885066723448585
91952-TEL,Month-to-Month,2,60.9,688.12,0.2583308831185195
17309-HAR,Month-to-Month,25,55.55,1695.3,0.2582831856837362
82990-JAM,One Year,34,104.3,9400.55,0.25821214109571183
57055-AND,One Year,30,75.55,3932.15,0.2581626616919214
31080-UTT,One Year,32,109.7,8531.69,0.25803965594019945
39350-BIH,One Year,28,35.75,2642.25,0.2578495556056356
22899-KAR,Month-to-Month,14,64.95,795.57,0.2577994047712633
48835-GUJ,Month-to-Month,5,70.5,1353.01,0.25764453775857055
92738-KER,One Year,10,95.15,5939.47,0.2571650082742261
92705-UTT,Month-to-Month,29,65.75,1917.85,0.2571323236091489
19577-PUN,Month-to-Month,36,73.05,2567.97,0.2569970691362127
92854-TEL,One Year,1,90.95,4574.56,0.2568057747702748
15488-JAM,Month-to-Month,36,66.25,4023.24,0.2567001121220509
74521-BIH,Month-to-Month,7,35.0,1782.4,0.2565232963233122
42002-GUJ,One Year,4,93.7,6483.51,0.2561370325593186
75626-TAM,One Year,2,49.25,255.6,0.25589249152784027
61677-AND,Month-to-Month,29,56.6,4310.7,0.255796236026345
55059-ODI,One Year,28,60.0,1438.95,0.2557835937494302
51890-UTT,One Year,21,73.0,2577.65,0.25568845112634014
66253-HAR,One Year,12,105.4,7214.49,0.25538658379656
32821-MAD,One Year,5,79.2,2047.16,0.2550113041546209
64599-DEL,One Year,14,94.4,8616.95,0.25480277431105763
13500-BIH,One Year,18,56.4,2928.5,0.2547042099433585
58230-AND,One Year,9,118.6,9731.28,0.25437471603521294
54036-UTT,Month-to-Month,25,76.3,3441.91,0.25380335980488816
37118-JAM,Two Year,15,96.55,2762.17,0.25356364125457204
95595-PUN,One Year,28,79.5,1699.88,0.2531794479336403
18214-MAH,One Year,34,100.9,7713.5,0.25312708063803724
23743-AND,One Year,17,50.05,1523.4,0.2530800717872463
98954-MAH,One Year,28,73.45,3129.75,0.25303488069323893
91890-HAR,Two Year,10,48.75,304.37,0.2529560224225177
49107-UTT,One Year,35,84.8,2807.47,0.25247327960447835
75216-WES,One Year,1,75.5,3048.48,0.25244967197652174
46001-JAM,One Year,2,96.9,7531.06,0.2522211310998124
41881-RAJ,Month-to-Month,16,78.65,772.84,0.2521560514201846
78895-HAR,Month-to-Month,4,0.0,465.7,0.25190616140781047
41892-HAR,One Year,24,64.9,2707.0,0.25184748953510233
83335-HAR,One Year,13,70.3,939.85,0.251684409587346
88440-JAM,One Year,16,109.9,8882.11,0.2515081605337329
19990-GUJ,Month-to-Month,17,53.45,1021.02,0.2513262714673309
39867-RAJ,One Year,1,94.8,4559.39,0.251281453307873
42942-MAH,One Year,14,80.55,3516.46,0.2509700026242444
46765-RAJ,Month-to-Month,28,45.2,1088.49,0.2504048447853602
68239-ASS,Month-to-Month,15,55.5,1506.71,0.25030898159224385
34947-UTT,One Year,34,79.7,7908.19,0.2501020819914668
